date,location,avg_temp,max_temp
2023/6/15,Osaka,23.8,26.3
2023/6/16,Osaka,23.9,27.8
2023/6/17,Osaka,25.6,31.3
2023/6/18,Osaka,24.9,28.5
2023/6/19,Osaka,25.4,31.2
2023/6/20,Osaka,24.6,30.4
2023/6/21,Osaka,24.8,29
2023/6/22,Osaka,21.5,24.9
2023/6/23,Osaka,23.4,27.2
2023/6/24,Osaka,25.2,29.2
2023/6/25,Osaka,25.2,29.7
2023/6/26,Osaka,25.1,27.5
2023/6/27,Osaka,27,31.8
2023/6/28,Osaka,26.6,31.5
2023/6/29,Osaka,28,33.3
2023/6/30,Osaka,26.8,29.9
2023/7/1,Osaka,24.3,25.6
2023/7/2,Osaka,27.3,32.4
2023/7/3,Osaka,27.5,32.2
2023/7/4,Osaka,28.1,34.4
2023/7/5,Osaka,25.3,30.3
2023/7/6,Osaka,28.1,33
2023/7/7,Osaka,28.1,33.8
2023/7/8,Osaka,29.7,32.7
2023/7/9,Osaka,27.1,30.4
2023/7/10,Osaka,27.4,32.3
2023/7/11,Osaka,28.9,34
2023/7/12,Osaka,29,33.3
2023/7/13,Osaka,27.4,30.7
2023/7/14,Osaka,28.2,32.3
2023/7/15,Osaka,30.4,33.9
2023/7/16,Osaka,30.4,34.2
2023/7/17,Osaka,30.3,35.5
2023/7/18,Osaka,31.1,35.8
2023/7/19,Osaka,29,34.1
2023/7/20,Osaka,27.9,34
2023/7/21,Osaka,28.8,34.8
2023/7/22,Osaka,28.9,35.1
2023/7/23,Osaka,29.2,34.4
2023/7/24,Osaka,29.4,34.2
2023/7/25,Osaka,30.1,34.8
2023/7/26,Osaka,31.1,36.1
2023/7/27,Osaka,31.4,38.1
2023/7/28,Osaka,31.1,37.4
2023/7/29,Osaka,30.2,34.8
2023/7/30,Osaka,30.3,35.7
2023/7/31,Osaka,30.3,35
2023/8/1,Osaka,31,37
2023/8/2,Osaka,30.7,36.2
2023/8/3,Osaka,30.7,35.5
2023/8/4,Osaka,30.6,35.1
2023/8/5,Osaka,30.9,38.4
2023/8/6,Osaka,31.1,37
2023/8/7,Osaka,28.9,32.8
2023/8/8,Osaka,30.2,35.5
2023/8/9,Osaka,30.6,36.4
2023/8/10,Osaka,31.9,38
2023/8/11,Osaka,30.6,36.7
2023/8/12,Osaka,31.2,36.4
2023/8/13,Osaka,31.4,38.6
2023/8/14,Osaka,28.8,33.7
2023/8/15,Osaka,26,27.6
2023/8/16,Osaka,29.6,33.8
2023/8/17,Osaka,28.3,30.8
2023/8/18,Osaka,29,33.2
2023/8/19,Osaka,30.7,35.6
2023/8/20,Osaka,31.3,37.2
2023/8/21,Osaka,30.9,37.7
2023/8/22,Osaka,30.1,35.9
2023/8/23,Osaka,29.8,34.7
2023/8/24,Osaka,27.2,34
2023/8/25,Osaka,28.2,34.8
2023/8/26,Osaka,29.3,35.7
2023/8/27,Osaka,29.2,34.1
2023/8/28,Osaka,30.1,34.9
2023/8/29,Osaka,29.9,35.1
2023/8/30,Osaka,29.9,33.2
2023/8/31,Osaka,30.2,34.5
2023/9/1,Osaka,29.6,34.7
2023/9/2,Osaka,29.7,33.9
2023/9/3,Osaka,30.9,36.4
2023/9/4,Osaka,30.3,34.6
2023/9/5,Osaka,29.9,34.2
2023/9/6,Osaka,27.9,30.9
2023/9/7,Osaka,26.8,30.4
2023/9/8,Osaka,26.3,29.4
2023/9/9,Osaka,27.6,31.9
2023/9/10,Osaka,27.1,33.1
2023/9/11,Osaka,25.8,29.7
2023/9/12,Osaka,26.5,32.4
2023/9/13,Osaka,27.8,33.1
2023/9/14,Osaka,28.8,33.2
2023/9/15,Osaka,29.9,34.5
2023/9/16,Osaka,29.6,34.1
2023/9/17,Osaka,29.2,33.6
2023/9/18,Osaka,29.1,33.3
2023/9/19,Osaka,29.3,33.7
2023/9/20,Osaka,28.9,33.5
2023/9/21,Osaka,28.7,32.8
2023/9/22,Osaka,25.9,29.3
2023/9/23,Osaka,24.7,29.1
2023/9/24,Osaka,25,29.8
2023/9/25,Osaka,26.5,32
2023/9/26,Osaka,26.8,31.7
2023/9/27,Osaka,28.2,32.3
2023/9/28,Osaka,27.9,32.3
2023/9/29,Osaka,26.8,32.3
2023/9/30,Osaka,26.4,31.4
2023/10/1,Osaka,23.8,27.1
2023/10/2,Osaka,22.5,27.3
2023/10/3,Osaka,21.9,26.4
2023/10/4,Osaka,22.5,27.1
2023/10/5,Osaka,20.8,23.5
2023/10/6,Osaka,20,24.6
2023/10/7,Osaka,20.1,24.3
2023/10/8,Osaka,17.8,21
2023/10/9,Osaka,18.4,22.3
2023/10/10,Osaka,20.9,25.1
2023/10/11,Osaka,20.1,26.1
2023/10/12,Osaka,19.5,25.5
2023/10/13,Osaka,19.1,24.8
2023/10/14,Osaka,18,21.1
2023/10/15,Osaka,19.9,24.4
2023/10/16,Osaka,20.2,24.6
2023/10/17,Osaka,20.1,24.8
2023/10/18,Osaka,20.4,26.5
2023/10/19,Osaka,21.3,26.4
2023/10/20,Osaka,20.4,26
2023/10/21,Osaka,15.8,19.2
2023/10/22,Osaka,15.7,20.3
2023/10/23,Osaka,17.7,23.3
2023/10/24,Osaka,18.7,24.5
2023/10/25,Osaka,18.6,23.8
2023/10/26,Osaka,18.5,24
2023/10/27,Osaka,17.4,23.8
2023/10/28,Osaka,16.7,22.1
2023/10/29,Osaka,16.1,20.2
2023/10/30,Osaka,16.4,21
2023/10/31,Osaka,17.7,23.1
2023/11/1,Osaka,17.6,22.8
2023/11/2,Osaka,18.9,24.7
2023/11/3,Osaka,19.5,24.8
2023/11/4,Osaka,20.3,25.6
2023/11/5,Osaka,21.5,27.9
2023/11/6,Osaka,22.1,27.3
2023/11/7,Osaka,19.4,23.8
2023/11/8,Osaka,17.2,22.2
2023/11/9,Osaka,18.6,24.1
2023/11/10,Osaka,17.5,19
2023/11/11,Osaka,14,16.8
2023/11/12,Osaka,12.5,15
2023/11/13,Osaka,9.6,12.6
2023/11/14,Osaka,11.3,16.5
2023/11/15,Osaka,12.2,17.8
2023/11/16,Osaka,13.5,18.3
2023/11/17,Osaka,13.3,17.2
2023/11/18,Osaka,9.6,12.4
2023/11/19,Osaka,12.8,16.1
2023/11/20,Osaka,13.7,17.8
2023/11/21,Osaka,11.5,17.3
2023/11/22,Osaka,12.8,19.4
2023/11/23,Osaka,14.2,20.1
2023/11/24,Osaka,14.8,19.3
2023/11/25,Osaka,9.8,14.1
2023/11/26,Osaka,9.3,14
2023/11/27,Osaka,10.4,13.5
2023/11/28,Osaka,12.8,17.4
2023/11/29,Osaka,11.1,15.1
2023/11/30,Osaka,11,14.9
2023/12/1,Osaka,8.6,12.8
2023/12/2,Osaka,8.9,13.4
2023/12/3,Osaka,9.1,14
2023/12/4,Osaka,8.5,13.8
2023/12/5,Osaka,8.9,10.5
2023/12/6,Osaka,11.2,15.2
2023/12/7,Osaka,11.7,16.2
2023/12/8,Osaka,10.5,16.1
2023/12/9,Osaka,13.4,19
2023/12/10,Osaka,13.8,19.6
2023/12/11,Osaka,14.3,18.2
2023/12/12,Osaka,14.2,17.3
2023/12/13,Osaka,11.3,15.3
2023/12/14,Osaka,11.3,16
2023/12/15,Osaka,14.9,19.5
2023/12/16,Osaka,15.5,21
2023/12/17,Osaka,5.9,10.3
2023/12/18,Osaka,5.7,9.6
2023/12/19,Osaka,6.7,9.6
2023/12/20,Osaka,8.1,11.8
2023/12/21,Osaka,4.8,7.2
2023/12/22,Osaka,3.1,6.2
2023/12/23,Osaka,4.5,8.7
2023/12/24,Osaka,5.7,9.9
2023/12/25,Osaka,6.7,11
2023/12/26,Osaka,6.6,10.3
2023/12/27,Osaka,8.6,13.5
2023/12/28,Osaka,8.4,14
2023/12/29,Osaka,9.1,13
2023/12/30,Osaka,9,14.2
2023/12/31,Osaka,10.8,13.9
2024/1/1,Osaka,8.4,11.2
2024/1/2,Osaka,6.7,11.8
2024/1/3,Osaka,8.4,12.2
2024/1/4,Osaka,9.1,12.2
2024/1/5,Osaka,7.9,13.5
2024/1/6,Osaka,9.2,14.4
2024/1/7,Osaka,7.5,11
2024/1/8,Osaka,4.4,8.4
2024/1/9,Osaka,5.8,10.4
2024/1/10,Osaka,6.1,8.8
2024/1/11,Osaka,7,10.8
2024/1/12,Osaka,8.3,12.9
2024/1/13,Osaka,7.4,12
2024/1/14,Osaka,5.6,9.8
2024/1/15,Osaka,6.5,9.4
2024/1/16,Osaka,5.1,7.9
2024/1/17,Osaka,6.4,11.6
2024/1/18,Osaka,8.3,9.7
2024/1/19,Osaka,9.6,12.9
2024/1/20,Osaka,9.1,12.1
2024/1/21,Osaka,11.3,13.4
2024/1/22,Osaka,9.8,13.2
2024/1/23,Osaka,5.1,8.5
2024/1/24,Osaka,2.4,6.8
2024/1/25,Osaka,3.3,6.3
2024/1/26,Osaka,5.3,7.4
2024/1/27,Osaka,6.6,10
2024/1/28,Osaka,6,11.3
2024/1/29,Osaka,6.6,11.3
2024/1/30,Osaka,7.3,13.2
2024/1/31,Osaka,8.6,11.4
2024/2/1,Osaka,8.7,11.6
2024/2/2,Osaka,5.3,8.9
2024/2/3,Osaka,6.6,10.2
2024/2/4,Osaka,6.6,10.9
2024/2/5,Osaka,5.3,6.5
2024/2/6,Osaka,7.1,10.7
2024/2/7,Osaka,6,11.2
2024/2/8,Osaka,6.1,9.7
2024/2/9,Osaka,7.3,11.5
2024/2/10,Osaka,6.7,11.8
2024/2/11,Osaka,6.7,10
2024/2/12,Osaka,7.6,12.4
2024/2/13,Osaka,9.3,15.8
2024/2/14,Osaka,12.7,19.1
2024/2/15,Osaka,14.7,18
2024/2/16,Osaka,7.5,13.7
2024/2/17,Osaka,9.1,15
2024/2/18,Osaka,14.4,19.7
2024/2/19,Osaka,14.1,16.3
2024/2/20,Osaka,14.7,17.2
2024/2/21,Osaka,10.4,12
2024/2/22,Osaka,8.2,10.9
2024/2/23,Osaka,5.9,8.3
2024/2/24,Osaka,7,11.5
2024/2/25,Osaka,6.3,8
2024/2/26,Osaka,7.3,11
2024/2/27,Osaka,6.4,10.5
2024/2/28,Osaka,8.3,13.8
2024/2/29,Osaka,7,10.8
2024/3/1,Osaka,9.1,13.3
2024/3/2,Osaka,4.4,8.1
2020/1/1,Sapporo,-5.8,-4.1
2020/1/2,Sapporo,-4,-2.4
2020/1/3,Sapporo,-2.5,-0.1
2020/1/4,Sapporo,-5,-1.8
2020/1/5,Sapporo,-4.7,-1.8
2020/1/6,Sapporo,-0.9,0.5
2020/1/7,Sapporo,-0.9,1
2020/1/8,Sapporo,-2.7,1.6
2020/1/9,Sapporo,-1.6,1.4
2020/1/10,Sapporo,-2.7,1.1
2020/1/11,Sapporo,-1.6,3.2
2020/1/12,Sapporo,-1.3,1.1
2020/1/13,Sapporo,-2.5,0.7
2020/1/14,Sapporo,-2.7,0.1
2020/1/15,Sapporo,-3.4,-2
2020/1/16,Sapporo,-2.9,-0.6
2020/1/17,Sapporo,-2.7,-0.2
2020/1/18,Sapporo,-3.7,-0.6
2020/1/19,Sapporo,-3.2,0.3
2020/1/20,Sapporo,-0.8,1.1
2020/1/21,Sapporo,-2.2,0
2020/1/22,Sapporo,0.1,3.8
2020/1/23,Sapporo,0.3,3
2020/1/24,Sapporo,-3.9,-0.5
2020/1/25,Sapporo,-5.4,-3.2
2020/1/26,Sapporo,-5,-1.4
2020/1/27,Sapporo,-1,1.7
2020/1/28,Sapporo,-2,2.9
2020/1/29,Sapporo,0.4,2.1
2020/1/30,Sapporo,2.5,3.9
2020/1/31,Sapporo,1.2,2.5
2020/2/1,Sapporo,-1.2,0.9
2020/2/2,Sapporo,-1.7,0.4
2020/2/3,Sapporo,-3.1,-1
2020/2/4,Sapporo,-5.1,-3.1
2020/2/5,Sapporo,-6.8,-4.6
2020/2/6,Sapporo,-7.2,-4.5
2020/2/7,Sapporo,-4.3,-1.5
2020/2/8,Sapporo,-6.8,-4.8
2020/2/9,Sapporo,-10.2,-7.7
2020/2/10,Sapporo,-5.7,-2.8
2020/2/11,Sapporo,-3.3,0.5
2020/2/12,Sapporo,2,8
2020/2/13,Sapporo,3.3,8.5
2020/2/14,Sapporo,2.3,4.6
2020/2/15,Sapporo,-0.9,0.9
2020/2/16,Sapporo,-4.2,-2.5
2020/2/17,Sapporo,-0.7,1.7
2020/2/18,Sapporo,0.5,2.2
2020/2/19,Sapporo,-1.1,0.8
2020/2/20,Sapporo,-0.4,2.3
2020/2/21,Sapporo,-0.7,2.3
2020/2/22,Sapporo,2.1,6.6
2020/2/23,Sapporo,1.2,5
2020/2/24,Sapporo,0.1,3.1
2020/2/25,Sapporo,-0.1,2.3
2020/2/26,Sapporo,-1.3,2.2
2020/2/27,Sapporo,-2.6,0.6
2020/2/28,Sapporo,-2.1,2.4
2020/2/29,Sapporo,-3.4,-0.5
2020/3/1,Sapporo,-1.3,0.6
2020/3/2,Sapporo,1.1,4.2
2020/3/3,Sapporo,0.2,1.6
2020/3/4,Sapporo,1,3.7
2020/3/5,Sapporo,0.6,1.5
2020/3/6,Sapporo,1.2,2.1
2020/3/7,Sapporo,1,3.5
2020/3/8,Sapporo,3.8,7.1
2020/3/9,Sapporo,5.6,11.3
2020/3/10,Sapporo,4.6,7.2
2020/3/11,Sapporo,2.9,6.7
2020/3/12,Sapporo,3.2,6.4
2020/3/13,Sapporo,1.6,6.3
2020/3/14,Sapporo,0.6,3.7
2020/3/15,Sapporo,0.7,4
2020/3/16,Sapporo,-0.6,2.2
2020/3/17,Sapporo,2.5,7.1
2020/3/18,Sapporo,5.7,10.2
2020/3/19,Sapporo,6.7,10.9
2020/3/20,Sapporo,6.2,9.9
2020/3/21,Sapporo,6.6,9.9
2020/3/22,Sapporo,5.9,9.8
2020/3/23,Sapporo,2.6,6.2
2020/3/24,Sapporo,1.9,4.9
2020/3/25,Sapporo,4.9,8.6
2020/3/26,Sapporo,5,8.9
2020/3/27,Sapporo,7.4,9.5
2020/3/28,Sapporo,4,8.9
2020/3/29,Sapporo,4,7.2
2020/3/30,Sapporo,5.6,11.6
2020/3/31,Sapporo,7.3,14.1
2020/4/1,Sapporo,9,15.9
2020/4/2,Sapporo,7,10.1
2020/4/3,Sapporo,6.4,11.9
2020/4/4,Sapporo,9.1,15
2020/4/5,Sapporo,5.2,8.4
2020/4/6,Sapporo,3.6,8.9
2020/4/7,Sapporo,5.3,7
2020/4/8,Sapporo,6.8,11.8
2020/4/9,Sapporo,4,8
2020/4/10,Sapporo,3.9,6.2
2020/4/11,Sapporo,4.5,7.9
2020/4/12,Sapporo,3.5,7.3
2020/4/13,Sapporo,5.6,11.4
2020/4/14,Sapporo,5.7,9.2
2020/4/15,Sapporo,4.8,9
2020/4/16,Sapporo,5,8.1
2020/4/17,Sapporo,7.2,13.9
2020/4/18,Sapporo,8.7,12.6
2020/4/19,Sapporo,11.5,17.2
2020/4/20,Sapporo,8.2,10.3
2020/4/21,Sapporo,9.6,14
2020/4/22,Sapporo,5.7,10.2
2020/4/23,Sapporo,3.9,9
2020/4/24,Sapporo,5.8,9.4
2020/4/25,Sapporo,6.9,11.1
2020/4/26,Sapporo,7.7,10.7
2020/4/27,Sapporo,6.2,10.2
2020/4/28,Sapporo,9.8,14.9
2020/4/29,Sapporo,9.7,12.9
2020/4/30,Sapporo,13,20.9
2020/5/1,Sapporo,14.3,19.7
2020/5/2,Sapporo,15.6,23.3
2020/5/3,Sapporo,17.4,24.1
2020/5/4,Sapporo,16.7,22.5
2020/5/5,Sapporo,8.1,11.4
2020/5/6,Sapporo,8.1,11.9
2020/5/7,Sapporo,9.7,14.1
2020/5/8,Sapporo,15.1,22.7
2020/5/9,Sapporo,15.7,22.6
2020/5/10,Sapporo,12.4,15
2020/5/11,Sapporo,13.9,19.7
2020/5/12,Sapporo,15.5,21.4
2020/5/13,Sapporo,14.6,21.2
2020/5/14,Sapporo,14.1,18.6
2020/5/15,Sapporo,15.9,23.4
2020/5/16,Sapporo,13,16.5
2020/5/17,Sapporo,11.6,14.8
2020/5/18,Sapporo,9.6,12.6
2020/5/19,Sapporo,11.4,17.7
2020/5/20,Sapporo,10,13.9
2020/5/21,Sapporo,11,18.5
2020/5/22,Sapporo,10.1,14.4
2020/5/23,Sapporo,12.8,17.6
2020/5/24,Sapporo,15,20.6
2020/5/25,Sapporo,15.3,20.9
2020/5/26,Sapporo,12.1,13.2
2020/5/27,Sapporo,12.7,15.5
2020/5/28,Sapporo,13.3,17.5
2020/5/29,Sapporo,17.8,23.6
2020/5/30,Sapporo,21.4,29.9
2020/5/31,Sapporo,19.9,27.7
2020/6/1,Sapporo,20.9,29.1
2020/6/2,Sapporo,19.9,25.1
2020/6/3,Sapporo,19.5,24.5
2020/6/4,Sapporo,19.2,25
2020/6/5,Sapporo,17.7,22.3
2020/6/6,Sapporo,14,17.5
2020/6/7,Sapporo,13.6,17.7
2020/6/8,Sapporo,14.8,17.4
2020/6/9,Sapporo,19.7,26.5
2020/6/10,Sapporo,22,27.5
2020/6/11,Sapporo,21.6,24.9
2020/6/12,Sapporo,21.4,26.1
2020/6/13,Sapporo,21.7,30
2020/6/14,Sapporo,21.3,26.1
2020/6/15,Sapporo,20.4,25
2020/6/16,Sapporo,17.6,20.6
2020/6/17,Sapporo,15.6,19.3
2020/6/18,Sapporo,16.4,21.4
2020/6/19,Sapporo,15.3,16.9
2020/6/20,Sapporo,14.9,17.9
2020/6/21,Sapporo,15.9,21.6
2020/6/22,Sapporo,16.7,18.5
2020/6/23,Sapporo,19.7,25.6
2020/6/24,Sapporo,20.3,26.2
2020/6/25,Sapporo,17.5,18.9
2020/6/26,Sapporo,17.2,19.1
2020/6/27,Sapporo,18.3,21.6
2020/6/28,Sapporo,17.8,21.5
2020/6/29,Sapporo,16.8,20.4
2020/6/30,Sapporo,19.8,23.4
2020/7/1,Sapporo,20.7,26.1
2020/7/2,Sapporo,18.3,19.6
2020/7/3,Sapporo,19.7,23.4
2020/7/4,Sapporo,19.5,22.2
2020/7/5,Sapporo,20.8,27.5
2020/7/6,Sapporo,22,28.6
2020/7/7,Sapporo,21.9,27
2020/7/8,Sapporo,21.8,25.6
2020/7/9,Sapporo,23.4,27.8
2020/7/10,Sapporo,23.1,29.3
2020/7/11,Sapporo,20.8,24
2020/7/12,Sapporo,21,25.5
2020/7/13,Sapporo,20,22.9
2020/7/14,Sapporo,20.6,25.8
2020/7/15,Sapporo,20.6,25.1
2020/7/16,Sapporo,20,24.1
2020/7/17,Sapporo,20.6,25.5
2020/7/18,Sapporo,21.4,28.2
2020/7/19,Sapporo,22.3,28.1
2020/7/20,Sapporo,23.9,28.9
2020/7/21,Sapporo,21.6,25.7
2020/7/22,Sapporo,22.7,26.7
2020/7/23,Sapporo,20.8,23.6
2020/7/24,Sapporo,20.6,23.7
2020/7/25,Sapporo,21.3,26.1
2020/7/26,Sapporo,21.7,26.2
2020/7/27,Sapporo,19.2,20.6
2020/7/28,Sapporo,21.3,26.2
2020/7/29,Sapporo,21.6,26.2
2020/7/30,Sapporo,22.1,26.8
2020/7/31,Sapporo,22.6,29
2020/8/1,Sapporo,24.4,31.3
2020/8/2,Sapporo,24.3,28.8
2020/8/3,Sapporo,23.2,26.9
2020/8/4,Sapporo,25.5,28.7
2020/8/5,Sapporo,26.2,30.2
2020/8/6,Sapporo,24.6,27.3
2020/8/7,Sapporo,22.7,27.2
2020/8/8,Sapporo,20.2,23.9
2020/8/9,Sapporo,22.5,26.2
2020/8/10,Sapporo,23.1,24.8
2020/8/11,Sapporo,26.9,31.2
2020/8/12,Sapporo,27.1,32.7
2020/8/13,Sapporo,24.2,28.6
2020/8/14,Sapporo,20.2,23.9
2020/8/15,Sapporo,23.1,28.7
2020/8/16,Sapporo,23.2,26.8
2020/8/17,Sapporo,23.7,29.7
2020/8/18,Sapporo,24,29.6
2020/8/19,Sapporo,27.4,34.3
2020/8/20,Sapporo,21.9,26.6
2020/8/21,Sapporo,19.9,23.6
2020/8/22,Sapporo,20.4,27.1
2020/8/23,Sapporo,20.9,27.3
2020/8/24,Sapporo,23.1,29.5
2020/8/25,Sapporo,23.7,28
2020/8/26,Sapporo,26.3,31.5
2020/8/27,Sapporo,26.3,32.6
2020/8/28,Sapporo,27.3,33.1
2020/8/29,Sapporo,22.8,28
2020/8/30,Sapporo,16.1,20.3
2020/8/31,Sapporo,17.4,21.7
2020/9/1,Sapporo,19.7,23.7
2020/9/2,Sapporo,21.8,25
2020/9/3,Sapporo,23.3,26.7
2020/9/4,Sapporo,25.5,30.3
2020/9/5,Sapporo,25,29.4
2020/9/6,Sapporo,24.4,28.4
2020/9/7,Sapporo,25.7,29.8
2020/9/8,Sapporo,27.5,32.7
2020/9/9,Sapporo,26.6,31.5
2020/9/10,Sapporo,22.7,24.7
2020/9/11,Sapporo,21.3,24.3
2020/9/12,Sapporo,17.4,19.3
2020/9/13,Sapporo,15.2,17.2
2020/9/14,Sapporo,16.6,19.9
2020/9/15,Sapporo,18.5,22.6
2020/9/16,Sapporo,20.9,25.8
2020/9/17,Sapporo,21.8,24.9
2020/9/18,Sapporo,20.1,22.6
2020/9/19,Sapporo,20.2,24.2
2020/9/20,Sapporo,18.8,24.4
2020/9/21,Sapporo,18.1,22.7
2020/9/22,Sapporo,18,23.2
2020/9/23,Sapporo,18.4,22.9
2020/9/24,Sapporo,17.9,22.7
2020/9/25,Sapporo,15.5,17.7
2020/9/26,Sapporo,16,20
2020/9/27,Sapporo,16.2,19.4
2020/9/28,Sapporo,15.2,19.6
2020/9/29,Sapporo,16.8,22.9
2020/9/30,Sapporo,17.4,22.8
2020/10/1,Sapporo,16.9,19.9
2020/10/2,Sapporo,16.8,19.7
2020/10/3,Sapporo,18.8,22.8
2020/10/4,Sapporo,15.7,18.9
2020/10/5,Sapporo,15.3,20.7
2020/10/6,Sapporo,14,17.8
2020/10/7,Sapporo,14.2,18.3
2020/10/8,Sapporo,13.4,17
2020/10/9,Sapporo,12.6,18.6
2020/10/10,Sapporo,13.7,17.8
2020/10/11,Sapporo,16.7,20.8
2020/10/12,Sapporo,17.3,19.3
2020/10/13,Sapporo,14.5,17
2020/10/14,Sapporo,11.3,17.1
2020/10/15,Sapporo,9.2,13
2020/10/16,Sapporo,10.2,13.7
2020/10/17,Sapporo,11.6,16.7
2020/10/18,Sapporo,13.4,18.2
2020/10/19,Sapporo,13,16.7
2020/10/20,Sapporo,12.2,17.6
2020/10/21,Sapporo,12.2,18.7
2020/10/22,Sapporo,16.9,21.1
2020/10/23,Sapporo,16,18.2
2020/10/24,Sapporo,9.8,12.6
2020/10/25,Sapporo,9.8,13
2020/10/26,Sapporo,10.5,14.9
2020/10/27,Sapporo,9.5,14.1
2020/10/28,Sapporo,11.2,16.7
2020/10/29,Sapporo,10.4,14.5
2020/10/30,Sapporo,8.7,11.2
2020/10/31,Sapporo,9.5,13.4
2020/11/1,Sapporo,12.2,15.4
2020/11/2,Sapporo,13.7,18.9
2020/11/3,Sapporo,7.9,13.2
2020/11/4,Sapporo,4.4,6.4
2020/11/5,Sapporo,8.2,11.3
2020/11/6,Sapporo,12.8,16.3
2020/11/7,Sapporo,14.1,18.5
2020/11/8,Sapporo,8.4,11.7
2020/11/9,Sapporo,2.9,5.8
2020/11/10,Sapporo,2.2,5.3
2020/11/11,Sapporo,2,6.5
2020/11/12,Sapporo,4.3,9.2
2020/11/13,Sapporo,8.4,13.4
2020/11/14,Sapporo,6.3,8.3
2020/11/15,Sapporo,6.4,11.3
2020/11/16,Sapporo,8.3,11.8
2020/11/17,Sapporo,6.2,8.5
2020/11/18,Sapporo,9.7,13.7
2020/11/19,Sapporo,9.4,14.8
2020/11/20,Sapporo,11.5,15.3
2020/11/21,Sapporo,5.2,6.8
2020/11/22,Sapporo,4.6,9.4
2020/11/23,Sapporo,2.2,3.9
2020/11/24,Sapporo,3,5.4
2020/11/25,Sapporo,4.5,7.9
2020/11/26,Sapporo,3.8,6.3
2020/11/27,Sapporo,2.3,2.8
2020/11/28,Sapporo,1.7,2.8
2020/11/29,Sapporo,2.3,3.8
2020/11/30,Sapporo,0.8,2.7
2020/12/1,Sapporo,-1,0.9
2020/12/2,Sapporo,0.1,1.9
2020/12/3,Sapporo,0.4,2
2020/12/4,Sapporo,0.8,2.9
2020/12/5,Sapporo,3.3,6.4
2020/12/6,Sapporo,3.6,7.1
2020/12/7,Sapporo,2.3,5.8
2020/12/8,Sapporo,0.9,2.5
2020/12/9,Sapporo,1.8,4.1
2020/12/10,Sapporo,2.9,7.6
2020/12/11,Sapporo,2.9,6.1
2020/12/12,Sapporo,1.5,4.3
2020/12/13,Sapporo,-1.9,1.7
2020/12/14,Sapporo,-4,-1.5
2020/12/15,Sapporo,-4.9,-2.5
2020/12/16,Sapporo,-4,-2.1
2020/12/17,Sapporo,-4.1,-1.9
2020/12/18,Sapporo,-2.6,1
2020/12/19,Sapporo,-7.3,-3.8
2020/12/20,Sapporo,-6.6,-3.3
2020/12/21,Sapporo,-3.1,0.4
2020/12/22,Sapporo,0.8,3.3
2020/12/23,Sapporo,1.3,4.8
2020/12/24,Sapporo,2.3,7.3
2020/12/25,Sapporo,-1.2,1.5
2020/12/26,Sapporo,-5.3,-2.9
2020/12/27,Sapporo,-3.7,-1.3
2020/12/28,Sapporo,-3.2,-0.8
2020/12/29,Sapporo,-4.2,-2
2020/12/30,Sapporo,-7.2,-4.5
2020/12/31,Sapporo,-9.3,-4.3
2021/1/1,Sapporo,-10.4,-8.9
2021/1/2,Sapporo,-8.5,-5.2
2021/1/3,Sapporo,-6.3,-3.5
2021/1/4,Sapporo,-6.4,-4.2
2021/1/5,Sapporo,-6.8,-3.1
2021/1/6,Sapporo,-7.4,-2.8
2021/1/7,Sapporo,-6.1,-3.2
2021/1/8,Sapporo,-5.7,-3.8
2021/1/9,Sapporo,-6.3,-2.9
2021/1/10,Sapporo,-7.1,-3
2021/1/11,Sapporo,-6.6,-3.3
2021/1/12,Sapporo,-2.8,0.6
2021/1/13,Sapporo,0.3,3.3
2021/1/14,Sapporo,-2.3,1.7
2021/1/15,Sapporo,-3.3,-1.8
2021/1/16,Sapporo,0.4,5.9
2021/1/17,Sapporo,-5.6,-3.8
2021/1/18,Sapporo,-5.5,-2.8
2021/1/19,Sapporo,-7.2,-5.9
2021/1/20,Sapporo,-5.9,-3.9
2021/1/21,Sapporo,-0.7,3.8
2021/1/22,Sapporo,-1.1,2.2
2021/1/23,Sapporo,-4.6,-2.8
2021/1/24,Sapporo,-6.2,-0.2
2021/1/25,Sapporo,-1.6,4.4
2021/1/26,Sapporo,-2.2,1.9
2021/1/27,Sapporo,1.6,6.2
2021/1/28,Sapporo,-3.2,-1.6
2021/1/29,Sapporo,-1.4,0.6
2021/1/30,Sapporo,-2.3,-0.1
2021/1/31,Sapporo,-4.4,-0.9
2021/2/1,Sapporo,-1.2,3.2
2021/2/2,Sapporo,-2.7,6.5
2021/2/3,Sapporo,-10,-8.4
2021/2/4,Sapporo,-8.2,-5.3
2021/2/5,Sapporo,-6.1,-2.3
2021/2/6,Sapporo,0,1.5
2021/2/7,Sapporo,-2.6,1.1
2021/2/8,Sapporo,-6.5,-2.9
2021/2/9,Sapporo,-4.4,-1.6
2021/2/10,Sapporo,-2.4,-1
2021/2/11,Sapporo,-1.2,1.3
2021/2/12,Sapporo,-0.3,2.6
2021/2/13,Sapporo,1,6.1
2021/2/14,Sapporo,1.8,6.4
2021/2/15,Sapporo,3.8,7.2
2021/2/16,Sapporo,-0.3,4.2
2021/2/17,Sapporo,-3.4,-1.2
2021/2/18,Sapporo,0.1,2.3
2021/2/19,Sapporo,0.4,3.2
2021/2/20,Sapporo,2.4,7.5
2021/2/21,Sapporo,-1.6,1.7
2021/2/22,Sapporo,-0.9,3
2021/2/23,Sapporo,-1.8,2.1
