purchase_date,purchase_timestamp,store_id,customer_id,cashier_id,product_id,unit_price,discount,quantity,sales_value
2022-01-14,2022-01-14 14:00:26+09:00,2,49.0,6,5,1350,0,1,1350
2022-02-23,2022-02-23 11:00:16+09:00,1,49.0,5,26,1500,0,2,3000
2022-02-23,2022-02-23 11:00:16+09:00,1,49.0,5,5,1350,0,1,1350
2022-03-04,2022-03-04 13:00:56+09:00,2,49.0,10,45,1500,0,1,1500
2022-05-16,2022-05-16 18:00:04+09:00,3,49.0,12,66,1350,0,1,1350
2022-06-06,2022-06-06 12:00:11+09:00,3,49.0,7,19,1800,0,1,1800
2022-06-07,2022-06-07 16:00:00+09:00,3,49.0,8,26,1500,0,1,1500
2022-10-08,2022-10-08 15:00:14+09:00,2,49.0,15,165,4500,0,1,4500
2022-06-03,2022-06-03 19:00:16+09:00,2,50.0,10,8,1500,0,1,1500
2022-06-24,2022-06-24 10:00:36+09:00,2,50.0,10,21,900,0,1,900
2022-07-24,2022-07-24 18:00:36+09:00,3,50.0,8,56,1500,0,1,1500
2022-07-31,2022-07-31 10:00:23+09:00,3,50.0,7,111,1350,0,2,2700
2022-09-23,2022-09-23 13:00:11+09:00,3,50.0,12,48,720,80,2,1440
2021-05-28,2021-05-28 14:00:40+09:00,1,51.0,11,107,1800,0,1,1800
2021-05-28,2021-05-28 14:00:40+09:00,1,51.0,11,3,800,0,1,800
2021-06-04,2021-06-04 20:00:59+09:00,1,51.0,6,124,5400,0,1,5400
2021-06-10,2021-06-10 19:00:36+09:00,1,51.0,10,63,1200,0,1,1200
2021-07-02,2021-07-02 17:00:58+09:00,1,51.0,15,76,2400,0,1,2400
2021-07-02,2021-07-02 17:00:58+09:00,1,51.0,15,98,2250,0,2,4500
2021-08-12,2021-08-12 20:00:43+09:00,1,51.0,15,77,1800,0,1,1800
2021-09-12,2021-09-12 18:00:05+09:00,1,51.0,10,101,2250,0,2,4500
2021-09-12,2021-09-12 18:00:05+09:00,1,51.0,10,33,720,80,1,720
2021-10-16,2021-10-16 13:00:52+09:00,1,51.0,6,155,4050,0,1,4050
2021-10-27,2021-10-27 13:00:49+09:00,2,51.0,11,178,9000,0,1,9000
2021-11-03,2021-11-03 14:00:16+09:00,1,51.0,6,146,4500,0,1,4500
2021-11-07,2021-11-07 12:00:55+09:00,2,51.0,15,143,4500,0,2,9000
2022-01-07,2022-01-07 13:00:30+09:00,1,51.0,10,74,2380,1020,1,2380
2022-02-01,2022-02-01 15:00:25+09:00,2,51.0,6,110,2000,0,1,2000
2022-02-12,2022-02-12 11:00:58+09:00,3,51.0,3,56,1500,0,1,1500
2022-02-23,2022-02-23 13:00:04+09:00,2,51.0,6,149,6750,0,1,6750
2022-07-20,2022-07-20 15:00:24+09:00,2,51.0,6,110,2000,0,1,2000
2022-07-24,2022-07-24 14:00:43+09:00,1,51.0,6,107,1800,0,1,1800
2022-07-24,2022-07-24 14:00:43+09:00,1,51.0,6,96,1350,0,1,1350
2022-10-06,2022-10-06 15:00:55+09:00,2,51.0,10,158,4500,0,1,4500
2022-11-18,2022-11-18 16:00:42+09:00,3,51.0,7,62,1800,0,2,3600
2022-11-18,2022-11-18 16:00:42+09:00,3,51.0,7,137,3600,0,1,3600
2022-11-24,2022-11-24 18:00:43+09:00,1,51.0,6,93,1200,0,2,2400
2022-11-24,2022-11-24 18:00:43+09:00,1,51.0,6,39,1000,0,1,1000
2022-11-24,2022-11-24 18:00:43+09:00,1,51.0,6,101,2250,0,1,2250
2022-10-10,2022-10-10 14:00:27+09:00,1,52.0,11,123,2400,0,2,4800
2022-03-11,2022-03-11 19:00:01+09:00,1,53.0,11,5,1350,0,1,1350
2022-04-09,2022-04-09 16:00:15+09:00,3,53.0,7,54,1000,0,1,1000
2022-04-16,2022-04-16 11:00:50+09:00,1,53.0,10,11,1500,0,1,1500
2022-05-06,2022-05-06 13:00:22+09:00,3,53.0,14,74,3400,0,1,3400
2022-08-25,2022-08-25 19:00:13+09:00,3,53.0,7,86,2250,0,1,2250
2022-09-17,2022-09-17 15:00:27+09:00,4,53.0,7,85,3000,0,1,3000
2022-09-17,2022-09-17 15:00:27+09:00,4,53.0,7,11,1350,150,2,2700
2022-12-28,2022-12-28 20:00:50+09:00,4,53.0,12,72,1050,450,2,2100
2021-05-01,2021-05-01 15:00:19+09:00,1,54.0,10,140,3848,202,2,7696
2021-08-14,2021-08-14 13:00:27+09:00,1,54.0,10,74,3400,0,1,3400
2021-10-12,2021-10-12 19:00:37+09:00,1,54.0,10,165,4500,0,1,4500
2021-12-27,2021-12-27 13:00:09+09:00,1,54.0,6,151,3360,1440,1,3360
2022-01-21,2022-01-21 13:00:49+09:00,1,54.0,15,2,1200,0,2,2400
2022-03-27,2022-03-27 11:00:45+09:00,2,54.0,11,180,4275,225,2,8550
2022-03-27,2022-03-27 11:00:45+09:00,2,54.0,11,15,1500,0,1,1500
2022-07-26,2022-07-26 10:00:16+09:00,1,54.0,10,74,3400,0,1,3400
2022-11-15,2022-11-15 13:00:47+09:00,1,54.0,15,35,1350,0,3,4050
2022-12-07,2022-12-07 14:00:58+09:00,2,54.0,6,2,1200,0,2,2400
2022-12-13,2022-12-13 16:00:36+09:00,3,54.0,8,74,2380,1020,1,2380
2021-08-15,2021-08-15 15:00:33+09:00,1,55.0,10,107,1800,0,2,3600
2021-09-07,2021-09-07 14:00:20+09:00,1,55.0,6,57,900,100,2,1800
2021-09-27,2021-09-27 14:00:29+09:00,1,55.0,6,113,2250,0,1,2250
2021-12-20,2021-12-20 18:00:28+09:00,2,55.0,6,147,2100,900,2,4200
2022-03-03,2022-03-03 19:00:01+09:00,2,55.0,6,179,6412,338,1,6412
2022-03-03,2022-03-03 19:00:01+09:00,2,55.0,6,32,1200,0,1,1200
2022-05-14,2022-05-14 17:00:51+09:00,2,55.0,11,17,1200,0,1,1200
2022-05-20,2022-05-20 15:00:32+09:00,2,55.0,11,122,3420,180,1,3420
2022-07-14,2022-07-14 13:00:20+09:00,3,55.0,14,60,1500,0,1,1500
2022-08-18,2022-08-18 10:00:31+09:00,3,55.0,14,14,2250,0,1,2250
2022-10-04,2022-10-04 17:00:30+09:00,3,55.0,8,57,900,100,1,900
2022-11-24,2022-11-24 18:00:24+09:00,4,55.0,7,44,2250,0,1,2250
2022-12-19,2022-12-19 14:00:06+09:00,3,55.0,12,176,3150,1350,2,6300
2022-12-23,2022-12-23 18:00:35+09:00,2,55.0,10,179,4725,2025,2,9450
2021-05-01,2021-05-01 15:00:55+09:00,1,56.0,15,86,2250,0,1,2250
2021-07-06,2021-07-06 12:00:36+09:00,1,56.0,15,17,1200,0,1,1200
2022-07-19,2022-07-19 11:00:59+09:00,3,56.0,8,153,2400,0,1,2400
2022-08-02,2022-08-02 19:00:07+09:00,3,56.0,14,44,2250,0,1,2250
2022-08-30,2022-08-30 14:00:48+09:00,3,56.0,14,51,900,0,1,900
2022-08-30,2022-08-30 14:00:48+09:00,3,56.0,14,96,1350,0,1,1350
2022-08-30,2022-08-30 14:00:48+09:00,3,56.0,14,27,1000,0,1,1000
2022-10-10,2022-10-10 14:00:04+09:00,4,56.0,7,44,2025,225,3,6075
2022-12-06,2022-12-06 15:00:14+09:00,4,56.0,8,2,1200,0,1,1200
2021-08-16,2021-08-16 14:00:42+09:00,1,57.0,11,48,800,0,1,800
2021-09-13,2021-09-13 12:00:26+09:00,1,57.0,11,113,2250,0,1,2250
2021-10-22,2021-10-22 11:00:08+09:00,1,57.0,10,118,4500,0,2,9000
2021-10-22,2021-10-22 11:00:08+09:00,1,57.0,10,51,810,90,1,810
2022-03-20,2022-03-20 13:00:51+09:00,1,57.0,10,18,800,0,2,1600
2022-03-20,2022-03-20 13:00:51+09:00,1,57.0,10,60,1500,0,1,1500
2022-04-16,2022-04-16 15:00:40+09:00,1,57.0,11,140,3848,202,1,3848
2022-04-30,2022-04-30 14:00:05+09:00,2,57.0,11,44,2250,0,1,2250
2022-07-24,2022-07-24 17:00:23+09:00,2,57.0,15,14,2250,0,1,2250
2022-09-22,2022-09-22 13:00:00+09:00,1,57.0,15,60,1350,150,1,1350
2022-12-06,2022-12-06 11:00:52+09:00,2,57.0,6,8,1500,0,2,3000
2022-12-11,2022-12-11 14:00:23+09:00,4,57.0,7,92,1260,540,2,2520
2022-12-19,2022-12-19 14:00:17+09:00,1,57.0,6,60,1050,450,1,1050
2021-05-01,2021-05-01 10:00:57+09:00,1,58.0,10,159,2850,150,1,2850
2021-05-09,2021-05-09 17:00:03+09:00,1,58.0,15,96,1350,0,2,2700
2021-05-31,2021-05-31 18:00:14+09:00,1,58.0,10,62,1800,0,2,3600
2021-07-05,2021-07-05 15:00:41+09:00,1,58.0,6,29,2250,0,1,2250
2021-08-13,2021-08-13 15:00:46+09:00,1,58.0,15,90,2250,0,1,2250
2021-08-13,2021-08-13 15:00:46+09:00,1,58.0,15,180,4500,0,1,4500
2021-09-03,2021-09-03 20:00:54+09:00,1,58.0,10,120,2250,0,2,4500
2021-09-19,2021-09-19 15:00:01+09:00,1,58.0,11,57,900,100,2,1800
2021-12-05,2021-12-05 18:00:08+09:00,1,58.0,6,30,1500,0,2,3000
2021-12-05,2021-12-05 18:00:08+09:00,1,58.0,6,41,1500,0,2,3000
2022-01-05,2022-01-05 14:00:55+09:00,2,58.0,11,155,2835,1215,1,2835
2022-01-16,2022-01-16 17:00:06+09:00,2,58.0,6,101,2250,0,1,2250
2022-03-30,2022-03-30 13:00:04+09:00,1,58.0,15,165,4275,225,1,4275
2022-04-30,2022-04-30 12:00:05+09:00,1,58.0,5,117,1500,0,1,1500
2022-05-11,2022-05-11 13:00:23+09:00,3,58.0,8,14,2250,0,1,2250
2022-08-01,2022-08-01 14:00:08+09:00,1,58.0,10,49,1800,0,1,1800
2022-09-06,2022-09-06 15:00:02+09:00,2,58.0,11,62,1800,0,2,3600
2022-10-19,2022-10-19 14:00:34+09:00,1,58.0,11,138,2400,0,1,2400
2022-10-24,2022-10-24 12:00:44+09:00,2,58.0,10,105,2250,0,1,2250
2022-12-12,2022-12-12 17:00:02+09:00,3,58.0,8,174,2100,900,1,2100
2022-09-20,2022-09-20 15:00:02+09:00,1,59.0,10,18,720,80,1,720
2022-09-20,2022-09-20 15:00:02+09:00,1,59.0,10,83,2250,0,2,4500
2022-11-24,2022-11-24 13:00:36+09:00,1,59.0,5,9,1000,0,1,1000
2022-11-24,2022-11-24 13:00:36+09:00,1,59.0,5,2,1200,0,1,1200
2022-11-24,2022-11-24 13:00:36+09:00,1,59.0,5,6,900,0,2,1800
2022-02-09,2022-02-09 14:00:04+09:00,1,60.0,15,128,4500,0,1,4500
2022-02-09,2022-02-09 14:00:04+09:00,1,60.0,15,179,6750,0,1,6750
2022-05-10,2022-05-10 10:00:17+09:00,1,60.0,10,86,2250,0,1,2250
2022-07-13,2022-07-13 19:00:42+09:00,1,60.0,10,83,2250,0,1,2250
2022-10-20,2022-10-20 13:00:51+09:00,3,60.0,12,168,2400,0,1,2400
2022-08-15,2022-08-15 15:00:17+09:00,1,61.0,10,92,1800,0,2,3600
2022-11-09,2022-11-09 16:00:55+09:00,2,61.0,15,139,5400,0,1,5400
2022-11-09,2022-11-09 16:00:55+09:00,2,61.0,15,73,4500,0,2,9000
2021-05-01,2021-05-01 18:00:34+09:00,1,62.0,6,54,1000,0,1,1000
2021-11-27,2021-11-27 13:00:11+09:00,1,62.0,10,81,1350,0,1,1350
2022-02-26,2022-02-26 17:00:03+09:00,1,62.0,10,2,1200,0,1,1200
2022-03-14,2022-03-14 11:00:54+09:00,1,63.0,15,76,2400,0,1,2400
2022-06-08,2022-06-08 13:00:14+09:00,3,63.0,8,87,1500,0,1,1500
2022-11-21,2022-11-21 14:00:38+09:00,4,63.0,8,180,4500,0,2,9000
2022-10-07,2022-10-07 11:00:16+09:00,4,64.0,14,72,1500,0,1,1500
2022-10-07,2022-10-07 11:00:16+09:00,4,64.0,14,157,6000,0,1,6000
2022-10-07,2022-10-07 11:00:16+09:00,4,64.0,14,110,2000,0,2,4000
2022-04-24,2022-04-24 18:00:39+09:00,2,65.0,15,180,4275,225,1,4275
2022-11-16,2022-11-16 13:00:25+09:00,1,65.0,6,38,1500,0,2,3000
2022-12-17,2022-12-17 11:00:16+09:00,4,65.0,12,129,2100,900,1,2100
2022-12-17,2022-12-17 11:00:16+09:00,4,65.0,12,171,1890,810,1,1890
2022-03-09,2022-03-09 20:00:11+09:00,1,66.0,15,114,1500,0,1,1500
2022-04-09,2022-04-09 17:00:53+09:00,1,66.0,6,83,2250,0,1,2250
2022-04-18,2022-04-18 13:00:32+09:00,2,66.0,15,110,2000,0,2,4000
2022-05-24,2022-05-24 12:00:20+09:00,3,66.0,8,41,1500,0,1,1500
2022-05-24,2022-05-24 12:00:20+09:00,3,66.0,8,143,4275,225,1,4275
2022-05-26,2022-05-26 14:00:43+09:00,1,66.0,10,155,3848,202,1,3848
2022-06-13,2022-06-13 14:00:32+09:00,3,66.0,14,53,1500,0,1,1500
2022-07-28,2022-07-28 20:00:02+09:00,3,66.0,7,57,1000,0,1,1000
2022-08-10,2022-08-10 16:00:30+09:00,1,66.0,15,86,2250,0,2,4500
2022-08-15,2022-08-15 15:00:00+09:00,1,66.0,11,101,2250,0,1,2250
2022-10-22,2022-10-22 17:00:00+09:00,4,66.0,8,20,1215,135,2,2430
2022-12-20,2022-12-20 14:00:25+09:00,1,67.0,11,119,2380,1020,1,2380
2022-12-20,2022-12-20 14:00:25+09:00,1,67.0,11,40,1400,600,1,1400
2022-12-20,2022-12-20 14:00:25+09:00,1,67.0,11,177,2100,900,1,2100
2022-11-15,2022-11-15 15:00:31+09:00,2,68.0,5,173,4500,0,1,4500
2022-11-27,2022-11-27 13:00:33+09:00,1,68.0,10,113,2250,0,1,2250
2022-12-13,2022-12-13 17:00:35+09:00,3,68.0,8,2,840,360,1,840
2022-05-15,2022-05-15 12:00:33+09:00,1,69.0,6,71,2250,0,1,2250
2022-08-03,2022-08-03 13:00:54+09:00,3,69.0,12,16,1600,0,1,1600
2022-09-06,2022-09-06 15:00:06+09:00,4,69.0,8,1,1440,160,1,1440
2022-09-22,2022-09-22 14:00:59+09:00,2,69.0,15,99,1500,0,1,1500
2022-12-22,2022-12-22 15:00:39+09:00,2,69.0,15,40,1400,600,1,1400
2022-12-22,2022-12-22 15:00:39+09:00,2,69.0,15,15,1050,450,1,1050
2022-12-28,2022-12-28 13:00:43+09:00,2,69.0,10,9,700,300,1,700
2022-06-24,2022-06-24 14:00:01+09:00,1,70.0,11,52,2000,0,1,2000
2022-12-03,2022-12-03 16:00:00+09:00,1,70.0,6,6,900,0,2,1800
2022-09-22,2022-09-22 20:00:18+09:00,3,71.0,7,15,1350,150,1,1350
2021-05-01,2021-05-01 14:00:15+09:00,1,72.0,15,149,6412,338,1,6412
2021-07-14,2021-07-14 13:00:51+09:00,1,72.0,6,55,2000,0,1,2000
2021-08-02,2021-08-02 15:00:32+09:00,1,72.0,6,87,1500,0,1,1500
2021-08-11,2021-08-11 19:00:16+09:00,1,72.0,15,20,1350,0,1,1350
2021-08-11,2021-08-11 19:00:16+09:00,1,72.0,15,81,1350,0,2,2700
2021-08-11,2021-08-11 19:00:16+09:00,1,72.0,15,21,900,0,1,900
2021-10-04,2021-10-04 10:00:17+09:00,1,72.0,10,163,9000,0,3,27000
2021-10-11,2021-10-11 14:00:29+09:00,1,72.0,10,60,1350,150,1,1350
2021-10-11,2021-10-11 14:00:29+09:00,1,72.0,10,56,1350,150,1,1350
2021-10-11,2021-10-11 14:00:29+09:00,1,72.0,10,96,1350,0,2,2700
2021-10-11,2021-10-11 14:00:29+09:00,1,72.0,10,45,1350,150,2,2700
2021-10-17,2021-10-17 14:00:28+09:00,1,72.0,11,22,1800,200,1,1800
2021-10-17,2021-10-17 14:00:28+09:00,1,72.0,11,66,1350,0,2,2700
2021-10-17,2021-10-17 14:00:28+09:00,1,72.0,11,171,2700,0,1,2700
2021-10-31,2021-10-31 14:00:16+09:00,2,72.0,10,62,1800,0,2,3600
2021-11-10,2021-11-10 15:00:46+09:00,1,72.0,6,140,4050,0,2,8100
2021-12-07,2021-12-07 17:00:08+09:00,2,72.0,6,130,6000,0,1,6000
2022-02-22,2022-02-22 11:00:42+09:00,1,72.0,11,55,2000,0,1,2000
2022-02-25,2022-02-25 13:00:47+09:00,1,72.0,6,38,1500,0,1,1500
2022-05-03,2022-05-03 15:00:46+09:00,2,72.0,6,98,2250,0,1,2250
2022-05-15,2022-05-15 15:00:03+09:00,2,72.0,11,111,1350,0,1,1350
2022-06-06,2022-06-06 14:00:51+09:00,3,72.0,7,23,1500,0,1,1500
2022-06-06,2022-06-06 14:00:51+09:00,3,72.0,7,15,1500,0,1,1500
2022-06-06,2022-06-06 14:00:51+09:00,3,72.0,7,6,900,0,1,900
2022-12-03,2022-12-03 14:00:46+09:00,2,72.0,15,178,9000,0,2,18000
2022-12-09,2022-12-09 13:00:04+09:00,1,72.0,6,96,1350,0,1,1350
2022-10-01,2022-10-01 13:00:27+09:00,3,73.0,14,63,1200,0,2,2400
2021-05-01,2021-05-01 19:00:19+09:00,1,74.0,10,10,2000,0,3,6000
2021-05-01,2021-05-01 19:00:19+09:00,1,74.0,10,71,2250,0,2,4500
2021-05-06,2021-05-06 17:00:54+09:00,1,74.0,11,40,2000,0,2,4000
2021-07-09,2021-07-09 18:00:36+09:00,1,74.0,11,32,1200,0,1,1200
2021-08-31,2021-08-31 15:00:56+09:00,1,74.0,10,25,2000,0,1,2000
2021-08-31,2021-08-31 15:00:56+09:00,1,74.0,10,112,3000,0,1,3000
2021-09-28,2021-09-28 15:00:25+09:00,1,74.0,10,23,1350,150,1,1350
2022-01-21,2022-01-21 15:00:55+09:00,2,74.0,10,23,1500,0,1,1500
2022-08-10,2022-08-10 14:00:54+09:00,2,74.0,15,30,1500,0,1,1500
2022-10-17,2022-10-17 15:00:47+09:00,1,74.0,11,140,4050,0,2,8100
2022-12-07,2022-12-07 15:00:50+09:00,2,74.0,10,67,3000,0,2,6000
2021-05-20,2021-05-20 17:00:09+09:00,1,75.0,11,23,1500,0,1,1500
2021-07-29,2021-07-29 14:00:09+09:00,1,75.0,6,115,3000,0,2,6000
2022-01-10,2022-01-10 12:00:05+09:00,2,75.0,15,28,3000,0,1,3000
2022-01-13,2022-01-13 16:00:28+09:00,1,75.0,6,131,4500,0,1,4500
2022-02-24,2022-02-24 17:00:50+09:00,1,75.0,6,164,6750,0,1,6750
2022-03-17,2022-03-17 13:00:55+09:00,1,75.0,11,35,1350,0,2,2700
2022-09-01,2022-09-01 13:00:45+09:00,2,75.0,11,76,2400,0,2,4800
2022-11-06,2022-11-06 14:00:14+09:00,4,75.0,14,122,3600,0,1,3600
2022-02-21,2022-02-21 18:00:02+09:00,3,76.0,14,35,1350,0,1,1350
2022-05-28,2022-05-28 13:00:00+09:00,1,76.0,6,30,1500,0,1,1500
2021-06-06,2021-06-06 11:00:48+09:00,1,77.0,6,34,1800,0,1,1800
2021-06-08,2021-06-08 15:00:54+09:00,1,77.0,15,89,3400,0,1,3400
2021-10-05,2021-10-05 13:00:30+09:00,1,77.0,6,154,5400,0,1,5400
2021-12-21,2021-12-21 11:00:36+09:00,2,77.0,15,83,1575,675,1,1575
2022-02-20,2022-02-20 11:00:17+09:00,2,77.0,5,156,2700,0,1,2700
2022-03-13,2022-03-13 13:00:27+09:00,3,77.0,8,179,6412,338,1,6412
2022-04-09,2022-04-09 15:00:37+09:00,2,77.0,11,170,3848,202,1,3848
2022-05-25,2022-05-25 13:00:49+09:00,3,77.0,8,149,6412,338,1,6412
2022-06-20,2022-06-20 14:00:19+09:00,2,77.0,15,118,4500,0,1,4500
2022-07-10,2022-07-10 15:00:35+09:00,2,77.0,15,39,1000,0,2,2000
2022-09-05,2022-09-05 15:00:23+09:00,4,77.0,12,74,3400,0,1,3400
2022-09-30,2022-09-30 14:00:10+09:00,2,77.0,15,9,900,100,1,900
2022-10-25,2022-10-25 16:00:52+09:00,1,77.0,15,108,1200,0,2,2400
2022-08-26,2022-08-26 13:00:20+09:00,1,78.0,15,58,3000,0,1,3000
2022-10-18,2022-10-18 14:00:22+09:00,4,78.0,7,149,6750,0,1,6750
2022-11-30,2022-11-30 14:00:53+09:00,4,78.0,7,55,2000,0,1,2000
2022-12-16,2022-12-16 15:00:57+09:00,4,78.0,7,31,1120,480,1,1120
2021-12-28,2021-12-28 10:00:46+09:00,2,79.0,5,156,1890,810,1,1890
2022-01-16,2022-01-16 17:00:07+09:00,2,79.0,15,24,1000,0,1,1000
2022-02-14,2022-02-14 14:00:56+09:00,2,79.0,10,142,6000,0,1,6000
2022-02-26,2022-02-26 13:00:15+09:00,2,79.0,15,20,1350,0,1,1350
2022-02-26,2022-02-26 13:00:15+09:00,2,79.0,15,98,2250,0,1,2250
2022-03-30,2022-03-30 17:00:31+09:00,2,79.0,11,37,2000,0,1,2000
2022-06-18,2022-06-18 10:00:57+09:00,2,79.0,6,9,1000,0,1,1000
2022-11-27,2022-11-27 19:00:41+09:00,2,79.0,6,121,4800,0,2,9600
2022-12-04,2022-12-04 13:00:57+09:00,2,79.0,10,70,3000,0,1,3000
2022-12-04,2022-12-04 13:00:57+09:00,2,79.0,10,160,6000,0,2,12000
2022-12-04,2022-12-04 13:00:57+09:00,2,79.0,10,168,2400,0,1,2400
2022-10-01,2022-10-01 16:00:33+09:00,2,80.0,15,39,900,100,1,900
2022-12-31,2022-12-31 15:00:40+09:00,4,80.0,14,179,4725,2025,1,4725
2022-10-12,2022-10-12 19:00:47+09:00,1,81.0,11,77,1800,0,1,1800
2022-10-16,2022-10-16 16:00:54+09:00,1,81.0,15,112,3000,0,1,3000
2022-11-01,2022-11-01 10:00:21+09:00,2,81.0,10,14,2250,0,2,4500
2022-12-14,2022-12-14 13:00:43+09:00,1,81.0,10,42,700,300,1,700
2022-02-28,2022-02-28 17:00:19+09:00,1,82.0,10,86,2250,0,1,2250
2022-04-07,2022-04-07 18:00:48+09:00,3,82.0,12,94,2700,0,1,2700
2022-11-18,2022-11-18 13:00:34+09:00,4,82.0,8,64,2700,0,1,2700
2022-02-12,2022-02-12 13:00:35+09:00,2,83.0,15,6,900,0,1,900
2022-02-12,2022-02-12 13:00:35+09:00,2,83.0,15,90,2250,0,2,4500
2022-03-23,2022-03-23 15:00:03+09:00,2,83.0,11,34,1800,0,2,3600
2022-12-08,2022-12-08 16:00:02+09:00,3,83.0,7,16,1600,0,1,1600
2022-12-14,2022-12-14 20:00:41+09:00,3,83.0,8,35,945,405,1,945
2022-12-14,2022-12-14 20:00:41+09:00,3,83.0,8,127,4200,1800,1,4200
2022-08-19,2022-08-19 11:00:38+09:00,2,84.0,10,16,1600,0,2,3200
2022-08-30,2022-08-30 16:00:59+09:00,2,84.0,6,111,1350,0,1,1350
2022-08-30,2022-08-30 16:00:59+09:00,2,84.0,6,26,1500,0,1,1500
2022-08-30,2022-08-30 16:00:59+09:00,2,84.0,6,31,1600,0,1,1600
2022-12-21,2022-12-21 11:00:08+09:00,3,84.0,12,74,2380,1020,1,2380
2022-12-21,2022-12-21 11:00:08+09:00,3,84.0,12,39,700,300,1,700
2022-12-21,2022-12-21 11:00:08+09:00,3,84.0,12,99,1050,450,2,2100
2021-10-16,2021-10-16 14:00:54+09:00,1,85.0,15,18,720,80,1,720
2022-01-29,2022-01-29 11:00:44+09:00,2,85.0,11,31,1600,0,1,1600
2022-03-29,2022-03-29 17:00:32+09:00,1,85.0,15,86,2250,0,1,2250
2022-07-08,2022-07-08 13:00:15+09:00,1,85.0,11,42,1000,0,1,1000
2022-08-16,2022-08-16 15:00:53+09:00,1,85.0,11,72,1500,0,1,1500
2022-08-19,2022-08-19 15:00:48+09:00,1,85.0,11,11,1500,0,1,1500
2022-08-22,2022-08-22 14:00:50+09:00,1,85.0,6,72,1500,0,1,1500
2022-10-22,2022-10-22 10:00:41+09:00,1,85.0,6,63,1200,0,1,1200
2022-12-08,2022-12-08 17:00:48+09:00,4,85.0,8,51,900,0,1,900
2022-12-13,2022-12-13 17:00:47+09:00,2,85.0,6,95,1400,600,1,1400
2022-12-13,2022-12-13 17:00:47+09:00,2,85.0,6,108,840,360,1,840
2021-05-01,2021-05-01 15:00:25+09:00,1,86.0,15,43,3000,0,2,6000
2021-05-03,2021-05-03 13:00:23+09:00,1,86.0,10,109,2700,0,1,2700
2021-07-02,2021-07-02 13:00:10+09:00,1,86.0,11,67,3000,0,1,3000
2021-07-26,2021-07-26 13:00:03+09:00,1,86.0,15,97,3000,0,1,3000
2021-12-17,2021-12-17 13:00:15+09:00,1,86.0,10,121,3360,1440,1,3360
2021-12-17,2021-12-17 13:00:15+09:00,1,86.0,10,145,4200,1800,1,4200
2022-09-15,2022-09-15 14:00:39+09:00,1,86.0,11,41,1350,150,1,1350
2022-10-19,2022-10-19 15:00:02+09:00,4,86.0,7,17,1080,120,2,2160
2022-10-30,2022-10-30 20:00:39+09:00,4,86.0,7,86,2250,0,1,2250
2022-12-12,2022-12-12 18:00:28+09:00,4,86.0,14,101,1575,675,1,1575
2021-12-18,2021-12-18 16:00:38+09:00,2,87.0,15,98,1575,675,1,1575
2022-01-18,2022-01-18 15:00:48+09:00,2,87.0,6,73,4500,0,2,9000
2022-01-18,2022-01-18 15:00:48+09:00,2,87.0,6,169,5400,0,1,5400
2022-05-21,2022-05-21 14:00:47+09:00,1,87.0,6,115,3000,0,1,3000
2022-05-23,2022-05-23 15:00:34+09:00,3,87.0,12,123,2280,120,1,2280
2022-06-25,2022-06-25 19:00:19+09:00,1,87.0,10,30,1500,0,1,1500
2021-11-17,2021-11-17 15:00:09+09:00,1,88.0,6,12,1000,0,1,1000
2022-03-18,2022-03-18 13:00:29+09:00,2,88.0,15,163,8550,450,2,17100
2022-06-26,2022-06-26 19:00:37+09:00,1,88.0,6,88,4500,0,1,4500
2022-10-02,2022-10-02 14:00:17+09:00,1,88.0,11,7,1800,200,1,1800
2021-09-24,2021-09-24 15:00:37+09:00,1,89.0,5,53,1350,150,1,1350
2021-11-05,2021-11-05 16:00:48+09:00,1,89.0,11,53,1500,0,1,1500
2021-11-11,2021-11-11 16:00:33+09:00,2,89.0,11,160,6000,0,1,6000
2021-11-11,2021-11-11 16:00:33+09:00,2,89.0,11,116,2250,0,1,2250
2022-01-25,2022-01-25 14:00:54+09:00,2,89.0,10,161,4500,0,1,4500
2022-01-25,2022-01-25 14:00:54+09:00,2,89.0,10,92,1800,0,2,3600
2022-04-29,2022-04-29 16:00:23+09:00,1,89.0,11,4,1800,0,1,1800
2022-07-07,2022-07-07 14:00:09+09:00,2,89.0,6,93,1200,0,2,2400
2022-08-05,2022-08-05 19:00:52+09:00,2,89.0,15,17,1200,0,1,1200
2022-08-05,2022-08-05 19:00:52+09:00,2,89.0,15,112,3000,0,2,6000
2022-08-05,2022-08-05 19:00:52+09:00,2,89.0,15,65,2000,0,1,2000
2022-08-22,2022-08-22 14:00:31+09:00,2,89.0,15,105,2250,0,1,2250
2022-08-22,2022-08-22 14:00:31+09:00,2,89.0,15,88,4500,0,1,4500
2022-09-13,2022-09-13 13:00:29+09:00,1,89.0,11,45,1350,150,1,1350
2022-10-01,2022-10-01 17:00:30+09:00,4,89.0,14,173,4500,0,1,4500
2022-10-01,2022-10-01 17:00:30+09:00,4,89.0,14,99,1500,0,1,1500
2022-11-05,2022-11-05 12:00:10+09:00,4,89.0,12,66,1350,0,1,1350
2022-04-23,2022-04-23 20:00:34+09:00,3,90.0,8,9,1000,0,1,1000
2022-06-13,2022-06-13 14:00:10+09:00,2,90.0,15,132,3000,0,1,3000
2022-07-06,2022-07-06 14:00:25+09:00,3,90.0,8,32,1200,0,1,1200
